8982 9358 4188 4092 7134 ,8526 9414 5114 3625 7353 
5661 3511 8214 7112 6211 ,5274 3395 8928 7532 6033 
4877 7899 3525 9895 8937 ,4447 7782 4111 9594 8890 
8411 3187 2318 6391 1835 ,8622 4078 2279 6944 1676 
2919 7022 5940 4632 3489 ,2283 7614 5400 4930 3657 
5400 6385 9916 1000 3084 ,5849 6883 9074 1349 2783 
5339 931 4952 8062 6111 ,5342 77 4571 8210 6196 
8236 4634 2519 9101 609 ,8925 4334 2210 9457 238 
2668 4282 9722 1700 9 ,3044 4852 9123 1919 320 
4749 5442 163 9799 2014 ,4757 5154 513 9929 1639 
1652 2297 5701 6451 4181 ,1520 3002 5804 6385 4747 
7967 5187 2972 321 8279 ,7847 5474 2864 622 8336 
3676 8557 595 2908 1692 ,3448 8211 292 2900 1375 
1822 8148 391 4124 6770 ,1594 8689 894 3407 6833 
7576 189 1859 3800 2462 ,7211 172 1036 3167 2426 
5969 1599 8785 3753 786 ,5416 1298 8879 3816 471 
6317 1341 5248 36 3232 ,6634 1327 5987 595 3779 
8625 1071 9927 2539 6009 ,8510 1327 9504 2651 5832 
4028 5764 8203 3054 9701 ,3854 5889 8588 2334 9600 
694 5256 4086 8408 7894 ,127 5691 3482 8438 8003 
8995 7005 2900 3338 8433 ,9183 7849 2897 3498 8047 
6120 129 2241 5593 8338 ,6738 355 2173 6011 8393 
6374 7318 9155 4033 2746 ,6551 7645 9045 3309 3133 
4897 2586 361 3748 6887 ,4580 2205 425 4150 6303 
359 8040 5450 4536 2079 ,616 8323 5427 4249 1506 
9203 4533 3197 1464 6289 ,9917 5128 3432 2044 6819 
2010 5523 8201 66 4778 ,2085 5666 8722 378 4343 
6089 7179 2513 8786 1121 ,6150 7752 2332 8640 1929 
8124 3982 2083 2911 115 ,8336 3544 1308 2421 68 
5566 3806 8826 7250 4437 ,6015 3263 8701 7003 5058 
5391 4271 6247 2219 7101 ,5672 4958 6727 3092 7868 
1351 5623 3050 699 3693 ,1998 5423 2554 608 3340 
2463 157 7802 5718 6476 ,2574 350 7279 5867 6730 
5420 7231 8320 3793 4564 ,5140 7753 8409 3955 4185 
24 8806 9532 7359 5995 ,803 8261 9056 7535 5256 
7295 5315 6734 8513 9465 ,7896 5748 6372 8829 9951 
6106 4932 1999 5552 9838 ,6583 5124 1669 5769 9227 
8853 3033 1056 6624 7044 ,8610 2126 1093 6212 7352 
4538 7856 5831 2628 8496 ,4182 7109 5587 2385 8463 
8476 5740 7819 826 2089 ,8334 5354 7230 550 1355 
3112 306 6812 7254 1050 ,3133 715 6208 7677 1266 
4571 2680 9896 827 3590 ,4793 2403 9184 339 3854 
7555 1239 9038 8052 77 ,7848 1295 9848 8455 974 
1302 7634 3617 753 2728 ,1325 7387 3988 880 2479 
4559 7979 6049 5368 8773 ,4422 7888 6116 5766 8819 
7223 4441 8970 2134 1412 ,7954 5032 8059 2426 1170 
6842 2109 7957 618 8601 ,6170 1842 7200 320 8567 
605 3239 9225 6565 8260 ,311 3509 9215 6869 8644 
6151 4950 2489 5883 846 ,6356 5005 3024 5930 569 
49 6427 4040 7629 9288 ,399 6951 4028 7432 9180 
3455 1177 3044 6046 5110 ,3405 1497 2606 6481 4782 
802 7848 6685 4704 9419 ,956 7513 6392 4400 9239 
9396 5604 4534 2755 1118 ,9778 5971 4683 3008 1847 
1419 6466 5254 61 7353 ,1591 6090 5399 898 7502 
6892 4170 8004 5491 8269 ,6878 4260 7135 5488 8307 
3110 8340 7526 470 3224 ,2197 8503 7777 513 4065 
9604 8088 1475 876 3767 ,9207 8898 1718 74 3836 
1051 6145 9737 2507 5287 ,1396 6301 9693 2487 5604 
258 5662 1740 9276 7570 ,402 5996 2021 9673 7727 
6684 5367 7509 5000 2136 ,6979 5271 7695 4738 2492 
7066 112 5826 4052 6182 ,7041 903 5502 3269 6180 
8797 2177 9824 4927 6811 ,8242 2377 9779 5054 6109 
4130 1878 6912 5370 4817 ,3165 1064 6900 5451 4191 
710 6898 8487 5022 1280 ,91 6929 8389 4900 1473 
841 4334 5693 6420 3046 ,680 4474 5419 6133 2829 
3025 9184 4055 8253 7040 ,3087 9362 3994 8226 7480 
5628 9060 30 8433 3423 ,5236 9798 540 8390 3820 
5098 9851 8860 3306 871 ,4705 9397 8060 4017 178 
5699 7191 8692 9124 565 ,5400 7950 8861 9104 276 
7034 1523 964 5950 8777 ,7993 1880 703 5418 8412 
6614 1243 468 5531 9539 ,6678 1219 251 5706 9488 
7464 5768 6196 2843 1956 ,7523 5241 6398 2937 1179 
4959 5211 3067 6694 7349 ,4734 5709 2568 6044 7442 
6753 5008 7639 178 4070 ,6345 4945 7006 134 4119 
6435 8117 3063 473 4076 ,6773 8919 2477 23 3927 
6783 1728 5738 9098 7550 ,6589 1373 5603 9320 7361 
3626 383 2732 7336 5559 ,3520 160 2284 7023 5569 
7262 5667 8065 6413 3773 ,7486 5491 8847 6877 4105 
3280 4715 941 7599 5444 ,3924 5036 246 7549 5878 
6447 7817 5122 237 1991 ,6735 7993 4619 835 1000 
1607 8835 5911 2696 6601 ,2023 8766 5370 3097 6939 
283 3946 5135 9126 8406 ,302 3415 4161 9289 8647 
9758 5312 1189 6700 280 ,9565 5891 2050 6284 762 
892 1852 3989 5174 9686 ,937 1274 3312 5183 9383 
3637 4969 548 7153 8040 ,3502 4974 679 7069 8717 
6208 3916 1588 7259 9891 ,6477 3324 1139 7653 9123 
4882 7916 2588 6158 8580 ,4186 7581 2686 6091 8084 
6920 8268 7304 5191 1607 ,6093 8127 7352 5634 1132 
5850 6262 4523 7449 9148 ,5617 6278 4667 8012 9536 
3079 9855 7703 831 1910 ,2400 9371 7431 636 1273 
1067 6782 2817 4099 5874 ,1955 6464 2120 3241 5501 
6842 4860 608 1254 5741 ,6058 4541 231 1407 5349 
5790 236 4782 8383 2618 ,5285 938 4225 8723 3064 
7448 5828 2389 127 3294 ,7929 5541 2989 238 3991 
390 1974 4475 5350 6565 ,562 1071 4735 5637 6947 
603 5140 6702 2236 1194 ,689 5641 6899 2585 1328 
674 4827 1037 9058 8272 ,8 5089 1008 9218 8802 
6617 8864 3440 5376 924 ,6143 8436 3338 5511 405 
6832 2034 756 9013 8501 ,6179 2087 661 9216 8929 
8636 2672 1674 5773 4402 ,8768 2149 1740 5676 4347 
5267 503 4716 9341 7992 ,5745 748 4922 9046 7028 
1642 4229 2909 4147 6663 ,1394 4623 2577 3229 6379 
330 6932 9927 4449 5631 ,647 6276 9469 4264 5166 
8035 639 3625 7757 4522 ,8625 21 3473 7610 5083 
5552 430 2738 4392 9097 ,5823 895 2826 5001 9662 
2020 4688 7055 9053 3049 ,989 4204 7633 9597 2324 
6937 5629 8200 2434 7624 ,6583 5256 8246 3062 7269 
7330 5929 3729 2665 955 ,7638 5223 3895 2730 238 
8264 9872 7625 697 1228 ,8977 9155 7370 247 1615 
7999 2465 6162 1165 9545 ,7577 2925 6560 1122 9399 
4398 8181 809 5753 9697 ,4285 8486 166 5448 9609 
9650 5745 6741 8334 3307 ,9828 5424 6046 8418 3694 
8458 6044 4224 9215 3005 ,8216 6859 4209 9525 2793 
3801 5764 8430 2289 8004 ,3486 5653 8337 2835 7340 
4437 3801 1508 487 5458 ,4163 3436 1219 378 5928 
4079 1419 4888 6331 7743 ,3275 991 4608 6151 7427 
978 5956 8902 9033 6420 ,389 5965 8403 9486 6428 
2035 8929 6714 5426 2691 ,1775 8849 6731 5921 2779 
1262 2615 7701 27 3222 ,1442 2309 7433 371 3820 
1047 972 5018 2490 3405 ,1575 704 4533 2816 3611 
2253 6919 9579 886 8734 ,2849 6830 9583 672 8399 
5364 6881 4317 329 2918 ,5410 6064 4260 150 2594 
9715 6904 1981 5976 4912 ,9176 6456 1045 5276 4297 
5298 7770 4780 8082 3590 ,5223 7598 4232 8055 3809 
4905 419 2517 7788 9708 ,4197 27 2186 7940 9920 
6180 1661 7113 5934 604 ,6164 1602 7275 5928 473 
363 1001 7968 4234 2256 ,858 1923 7667 4176 2479 
5322 8262 3103 322 9856 ,5881 8934 2633 570 9041 
5292 7014 9582 4944 3151 ,5358 7067 9012 4289 3390 
6911 2789 8424 1817 350 ,6518 2439 8446 1830 780 
2132 4100 232 9907 1690 ,2151 3191 458 9893 1601 
5964 4389 1648 6390 2230 ,5753 4551 1439 6828 2554 
7538 3590 42 1993 2360 ,7945 4130 78 1498 2497 
894 8158 5233 3337 2970 ,345 8280 5155 3562 2589 
3135 6726 1542 3801 7555 ,2995 6803 1752 3402 7931 
4909 4102 8995 952 7166 ,4739 3904 9096 635 7793 
2707 7022 486 5400 1485 ,2826 7686 758 5988 1465 
4689 5884 7564 3831 2982 ,4410 5609 7922 3518 2441 
9342 4791 1196 7868 5669 ,9698 5082 1424 7095 5522 
2958 9317 5996 373 1069 ,2262 9717 5718 646 1501 
4840 2911 5656 1314 3577 ,4701 2297 5311 1871 3624 
9632 6338 8517 5982 3902 ,9125 6631 8152 5690 3698 
6863 7066 3711 4931 549 ,6762 7151 3648 4173 79 
7651 4612 8925 2963 3876 ,7896 4934 8171 3075 3293 
6796 9235 5781 616 8524 ,6074 9479 5434 503 8382 
950 4670 2569 8157 6643 ,505 4403 2953 8946 6763 
2086 7617 3435 5595 95 ,1823 7548 4004 5154 102 
7355 435 2845 4454 5894 ,7346 242 2584 4606 5887 
2317 7710 9650 1677 6092 ,2260 7249 9170 1559 6680 
5344 9162 2675 3984 4410 ,5694 9348 2677 3815 5128 
9269 4684 2897 354 1430 ,9311 4269 2366 41 1939 
4161 4088 8504 7854 1794 ,4481 4022 8048 7345 1672 
6710 3079 4170 3209 455 ,6765 2939 4905 3486 460 
3562 5891 2979 1357 9527 ,3365 5792 3007 1311 9725 
2694 9942 906 5807 6648 ,2766 9229 11 5307 6426 
5203 2978 961 9789 6137 ,5669 2921 809 9077 6312 
3406 9974 3138 4210 1799 ,3302 9968 2689 5060 1352 
5466 483 6217 4882 1613 ,5393 637 6961 4886 1401 
1184 4436 2592 916 3544 ,2032 4571 2766 769 3288 
9202 6355 727 5388 7181 ,9444 6067 738 5437 7078 
8670 499 9522 3493 4626 ,8346 651 9967 3221 4514 
1000 5761 4381 2844 3865 ,981 5415 4911 2448 3244 
6684 9613 3267 668 7093 ,6718 9825 3911 649 7170 
7073 6829 1346 2265 8578 ,7845 6116 985 2139 8868 
5098 6491 3018 1813 9467 ,4283 6966 2609 1538 9523 
6000 546 9835 6734 8959 ,5633 886 9491 6349 8179 
9347 821 5348 1157 4178 ,9197 477 5371 2087 4483 
5592 537 6915 4063 4748 ,5379 644 6847 4153 4183 
891 1723 7686 4749 3698 ,319 1210 7539 4335 3718 
7841 4540 3521 8614 6299 ,7248 4776 3821 8539 6227 
4619 8328 6002 2922 315 ,5138 8311 5568 2337 875 
8744 3425 2467 1167 4250 ,8306 4071 2945 1925 5053 
7132 234 6102 5806 3642 ,7114 648 6457 5296 3458 
8175 7690 1329 9751 5874 ,8018 7683 1330 9719 5175 
1013 7789 3921 70 4759 ,1316 7606 3891 391 4528 
579 1359 8147 3537 5393 ,160 1313 8185 3535 5877 
7220 5830 5022 3549 9007 ,7355 5271 4963 4139 9664 
8576 1778 6816 2594 7134 ,8811 1925 6717 2536 7627 
8368 9984 1858 4539 3754 ,8604 9419 1671 5112 3365 
6796 659 3002 8283 9735 ,6850 446 2828 8799 9163 
1514 627 5681 2597 9354 ,1539 798 5611 2871 9799 
5693 63 8024 6579 1576 ,5382 251 8905 6045 1233 
9043 3302 754 8833 4281 ,9720 3546 493 8195 4277 
6621 1450 7291 8241 5278 ,6250 1179 7155 8451 5175 
292 4984 8028 6751 9103 ,274 4854 8416 6078 9525 
4652 1284 7413 6314 5767 ,4783 1787 7684 6072 5826 
9273 1799 4195 216 7131 ,9250 1576 4856 497 7536 
558 8779 7742 3254 4246 ,850 8333 7567 3652 4993 
6785 10 8759 9866 1455 ,6505 648 8813 9490 1862 
9424 2011 2589 8049 6895 ,9804 1571 2309 8770 6076 
8093 124 1583 6344 9913 ,8075 149 1354 6945 9772 
7508 5026 4052 2351 9150 ,7979 4516 3190 2310 9014 
7290 5450 4927 8531 1826 ,7819 5312 4592 8165 1530 
5355 8457 9145 6288 3421 ,5464 8610 9133 6850 4071 
8311 2680 6388 9884 302 ,8280 2205 6698 9656 243 
1052 7844 2301 4915 9445 ,1704 7523 2937 4443 9016 
929 5406 1144 2697 9944 ,617 5875 1160 2815 9986 
9790 4669 3554 5397 554 ,9751 4319 3899 5393 593 
2191 5128 759 6162 1176 ,2433 4167 852 6211 1649 
5057 1200 5361 7932 8406 ,5009 1461 5654 7639 8334 
1248 5048 9081 2690 595 ,1051 4855 9848 2150 70 
7289 4848 4007 2014 2783 ,7067 4440 3278 1905 2254 
5245 2861 8156 157 7718 ,6018 2289 8121 753 8016 
4790 5262 6865 9293 964 ,5027 5448 6602 9749 542 
1869 2164 5782 660 9613 ,1851 2620 5538 50 9949 
7465 5802 8249 3190 9154 ,7021 5281 8738 3991 9968 
5521 1126 190 4722 2746 ,5830 1263 581 4383 2511 
2887 375 4402 7431 8736 ,2662 537 4399 7869 8382 
8681 9920 2682 6045 1270 ,8538 9177 2296 6758 1946 
2191 3572 6346 7991 730 ,3069 3190 6438 7407 618 
9378 5037 2989 924 7252 ,9614 4825 2628 169 7644 
3114 6117 9120 3749 7096 ,2533 6657 9281 3401 7679 
6272 1544 4463 8470 5214 ,6977 1750 5030 8356 5454 
3916 4787 6622 8686 5235 ,3714 4967 6979 8890 5943 
7094 2679 9888 4230 3592 ,7577 2850 9647 4175 3874 
1368 5935 3085 7286 369 ,1751 5158 2614 6998 167 
6337 2075 7591 2870 4511 ,6048 1864 7056 2191 4339 
3609 8937 9974 5216 7937 ,4044 8917 9942 5445 7614 
8926 456 5910 6204 2457 ,8348 514 5505 6275 2696 
6371 2716 5054 8401 7221 ,6901 3033 4568 8550 7789 
1656 9570 4055 4256 6655 ,1175 9727 3755 4417 6844 
8542 5804 6570 69 9306 ,8537 6017 6308 114 9102 
3081 3958 7468 1157 6198 ,2625 4056 7164 1203 6541 
4066 6360 8786 2098 2440 ,3602 6214 8796 1616 2900 
7886 9778 2721 892 3557 ,7280 9386 2547 122 3309 
5585 1400 355 2283 4223 ,5251 1885 279 2610 4394 
8600 4932 7668 3632 977 ,8419 4668 7021 3609 848 
5916 3453 1381 6359 4657 ,5227 3734 2012 6063 4574 
479 2340 9005 4433 1373 ,46 2645 9179 5087 1508 
817 6438 5772 9804 8309 ,976 6516 5985 9769 8359 
2958 4286 8543 148 6218 ,2642 4754 8577 765 6776 
5867 4783 7155 3602 9518 ,5801 4591 7470 4053 9842 
2660 7579 4471 5323 6034 ,2685 7592 4281 5834 6429 
7211 2564 9454 4747 8926 ,7194 2389 9142 4844 8601 
8854 6001 3595 515 6627 ,8590 5439 3458 232 6085 
2170 701 9568 7867 1008 ,3082 466 9169 7937 1043 
1998 3034 4085 7094 9264 ,1446 2441 3982 7192 9050 
7397 2907 437 8921 9387 ,7580 2375 592 8565 9689 
8325 5442 4024 1538 6140 ,8629 5686 3379 1352 6120 
6340 817 1785 8554 5030 ,6308 556 1436 8640 4545 
7949 8664 1574 49 9305 ,7653 8399 1422 130 9473 
8035 7788 3499 4572 9047 ,8811 7384 3453 4697 9357 
6767 7528 5165 4499 9515 ,6849 7961 5909 4820 9206 
7539 2468 8020 300 4134 ,7848 3062 8204 849 3348 
2126 8088 3415 9541 6105 ,2181 8334 3332 9503 6110 
8226 3544 6340 4953 5309 ,8671 3164 6296 4763 5710 
5558 451 6252 8840 1210 ,5223 580 6457 8335 1245 
6252 7089 5992 3597 8279 ,6089 7547 5561 3508 8774 
5910 6256 4197 1947 642 ,6012 6237 4487 1001 563 
4770 5141 3260 9003 6804 ,4594 5738 4037 9436 6640 
2621 341 4650 6614 9320 ,2967 116 5097 6171 9041 
5645 391 7790 1610 4877 ,5263 518 7714 1210 4166 
7270 5945 435 9636 1692 ,7882 5624 238 9068 1144 
8833 7836 9178 4605 195 ,8348 7690 9656 4481 98 
536 9193 6370 7083 2882 ,249 9244 6511 7239 2824 
6260 128 2852 9331 5572 ,6505 707 2423 9610 5550 
4518 3840 7654 1076 6538 ,4409 4154 7082 1843 6951 
4602 6084 3904 7792 5323 ,4778 6687 3684 7751 5588 
9245 6740 2140 65 8224 ,9927 6571 2867 670 8250 
7651 728 9999 6033 3831 ,7001 254 9547 6084 3763 
3459 9803 155 2628 5078 ,3628 9153 927 2647 4675 
4934 39 3998 9329 7171 ,5040 34 3189 9693 7688 
4221 1742 648 3965 9525 ,4650 1319 52 3401 9313 
4271 8015 5622 2411 9938 ,4592 7691 5294 2183 9895 
8757 381 1185 4326 3284 ,8587 365 1378 4849 3511 
2111 4608 5797 3569 7334 ,1518 4221 5724 3377 7636 
338 5252 6763 9645 2580 ,378 5848 6810 9084 2558 
5990 8944 9428 936 6784 ,5257 8949 9241 222 6185 
1578 3025 7693 4138 315 ,1803 2268 7476 4086 837 
768 1322 4724 3882 6435 ,177 1284 4733 3604 6893 
2266 2034 732 6813 3877 ,2861 1229 441 6799 3500 
9637 5156 6524 759 7081 ,9240 5258 6574 123 7661 
5860 3406 2423 1726 6293 ,5365 3336 2999 1070 6430 
1897 5108 4026 6727 8950 ,1378 5107 4076 6795 8482 
6186 621 5725 9689 2043 ,6069 915 5215 9046 1851 
253 2790 5996 4860 9904 ,187 2769 5397 4482 9818 
628 4434 1806 7304 6146 ,895 4243 1844 7971 6713 
3733 3023 5555 9512 4720 ,3400 2971 5362 9890 4208 
691 4834 3574 5742 9080 ,284 5064 3963 5938 9935 
1620 7153 2699 8782 6207 ,1816 7989 2419 8425 6581 
3929 6507 9787 7347 8231 ,3656 6718 9372 7422 8352 
6178 4635 220 8488 9732 ,6317 4410 919 8211 9134 
678 5078 5637 3587 9597 ,608 5013 5839 3177 9219 
2443 9097 889 1257 4982 ,3112 9437 965 1626 4878 
632 6851 4053 4178 5930 ,278 6694 4064 4857 5496 
6292 1409 3621 71 9601 ,6217 1280 4040 359 9829 
1301 8453 4330 3415 6009 ,1712 8439 5007 3154 5601 
5085 8915 5275 6188 9655 ,5109 8612 5501 6781 9796 
6898 5377 9584 3625 8171 ,6592 5212 9112 3764 8212 
8665 6589 1892 4306 9462 ,8570 6120 1973 4454 9116 
9567 8247 5558 2841 4940 ,9160 8292 5892 2511 4713 
542 8418 4337 1352 9466 ,722 8820 4212 1157 9176 
9259 1502 4467 6271 8907 ,9443 1558 4760 6721 8826 
375 5569 1336 8860 3527 ,285 5900 1218 8165 3779 
3965 5274 6776 7915 1656 ,3189 5554 6695 7787 2086 
861 1440 6345 3376 8068 ,923 1724 6817 3365 8641 
4911 1678 3496 5235 6855 ,4334 2047 3721 5554 6661 
2847 4970 9904 6675 791 ,2872 5027 9900 6768 622 
7460 500 8469 4892 5870 ,7572 843 8882 4741 5813 
8959 111 7895 2790 9708 ,8552 912 7502 2503 9315 
4994 3442 2786 9749 5412 ,4657 3550 2441 9633 5839 
157 2444 7395 1249 5234 ,186 2253 7033 1138 5163 
1448 2914 6883 9698 8308 ,1019 3014 6092 9006 8852 
7929 4284 5700 3517 1987 ,7068 4366 5989 3435 1449 
7170 4288 377 2082 3766 ,7232 4914 367 1218 3638 
8344 4876 5286 707 6844 ,8301 4817 5491 46 6382 
1034 72 3005 7420 6229 ,1366 202 2464 7907 6754 
8968 684 9853 2684 4263 ,8217 889 9033 2587 4849 
1133 6591 9345 7249 4606 ,1248 6197 9211 7918 4210 
9150 5388 7070 4286 2765 ,9784 5675 7275 4943 2447 
3503 1034 6082 604 8479 ,4063 1895 6601 853 8104 
6995 4878 2179 500 1599 ,7982 4287 2734 27 1885 
9096 3583 5192 7303 592 ,9853 3371 5810 7413 894 
2877 1466 3258 9984 6195 ,2986 1428 3547 9897 6164 
7615 9131 1813 6680 5321 ,7347 9973 2025 6594 5889 
6361 8747 9296 5926 4518 ,6716 8061 9109 5200 4542 
549 6025 7372 4698 8516 ,708 5410 7391 4443 8213 
7491 9887 1093 513 5831 ,7916 9787 2046 99 5889 
7248 3192 2757 737 9114 ,7280 3820 2347 343 9897 
7086 4107 330 1228 4669 ,7777 3308 273 1117 5119 
416 1996 8821 6805 9613 ,815 1428 8614 6275 9097 
5816 6352 9117 4652 528 ,5300 6929 9263 4211 813 
8528 3622 2545 9781 4266 ,8229 3703 2285 9944 4272 
642 8650 3281 4255 7674 ,587 8193 3724 4800 7113 
7474 4334 8072 9547 1979 ,7307 4226 8831 9453 1014 
3624 84 7250 9578 1332 ,3278 546 7400 9095 1995 
7316 1662 135 4697 9798 ,7834 1082 195 4784 9163 
2866 1836 5133 7922 9011 ,2282 2037 5058 7792 9758 
3104 6348 600 8953 4086 ,2302 6641 237 8540 3169 
6613 26 7205 9166 3176 ,6497 964 7463 9280 4060 
2814 5154 4789 6410 8130 ,2270 5443 4974 6044 8650 
7720 5936 2806 9760 568 ,6996 5523 2950 9822 398 
539 8792 1684 4047 9802 ,789 8859 1102 3200 9300 
9787 1193 5477 5032 3360 ,8992 1025 5657 4393 3502 
4110 9626 2330 1972 8740 ,3261 9760 2659 1102 8051 
2528 7802 3675 4203 9624 ,2819 7152 3917 4588 8995 
2628 195 5910 6838 4094 ,2597 882 5884 6518 3999 
5593 9253 4260 7722 6926 ,5790 9685 4777 7033 6254 
513 4791 6699 5291 3644 ,904 4702 6229 5713 3939 
9144 4777 3924 2729 6287 ,9117 5071 3661 2285 6031 
17 6712 4964 1023 5304 ,887 6245 4398 1163 5609 
4925 5871 9706 3170 7344 ,4859 5416 9965 3695 7950 
9300 3449 8686 707 2452 ,9480 3161 8211 748 2308 
4427 258 7712 2838 9659 ,4446 694 7282 2302 9089 
8987 4284 8014 1592 3827 ,8900 4919 7524 1180 3448 
7672 8360 4122 871 9527 ,7329 8389 3310 195 9091 
5483 7881 4163 2027 871 ,5430 7791 4939 1883 398 
1394 2692 5395 8836 9607 ,2114 3027 5153 8245 9464 
4957 7489 3235 749 3092 ,4408 7965 3681 746 2512 
1871 9458 7040 879 3815 ,1273 9992 7531 738 4062 
9544 545 6628 1170 8368 ,9120 642 6670 1600 8066 
9575 6864 1411 2367 4792 ,9673 6259 1261 2328 4855 
4331 1920 273 9180 7181 ,5067 2087 449 9801 7780 
6330 9784 7434 1660 2739 ,6505 9103 7031 1384 3051 
7802 5108 8485 3163 9187 ,8002 5105 8787 3421 9758 
7535 9710 5276 980 6635 ,7203 9376 5505 1599 6790 
5425 7862 8901 9394 4888 ,5828 8001 8684 9918 4389 
8172 35 4029 9054 2174 ,8629 191 4065 9272 2591 
6646 97 8074 5276 9728 ,6560 626 8351 5976 9865 
7787 4476 6169 9071 133 ,7510 4444 6682 9214 389 
9018 1973 3839 5617 2747 ,9787 1400 3608 5927 3077 
3530 2255 742 1056 4567 ,3426 3136 648 1147 4459 
1345 2457 9371 5499 810 ,1665 2724 9339 5978 462 
4170 7370 3357 1049 8809 ,5059 7016 3702 1755 8980 
32 3771 9885 1377 6083 ,128 3705 9766 1337 6833 
5577 8655 7265 3808 1641 ,5962 8450 7647 3669 1248 
8605 7577 6951 2623 3981 ,8054 7016 6320 2892 3163 
6140 2544 7041 4089 8679 ,6538 2689 7751 3965 8829 
3924 6250 7237 5651 8341 ,3936 6552 7117 5491 8360 
1343 5751 7487 2349 9660 ,1728 5578 7241 3098 9668 
4162 3268 6615 5309 8630 ,5115 3731 6100 5509 8566 
4303 3255 8917 6806 9283 ,4343 3656 8877 6590 9637 
7660 3058 6032 3471 8138 ,7009 2400 6311 3388 8181 
3739 2352 9872 5474 6525 ,3939 2461 9488 5645 6079 
3803 4444 6734 779 8797 ,3908 4276 6884 799 8469 
3746 2665 8987 5699 1210 ,3966 2911 8350 5167 1222 
2346 8649 9552 1479 6523 ,2450 8886 9710 1817 6864 
1956 8623 6150 4310 7313 ,1431 8737 6793 4674 7374 
1877 3357 9131 156 6365 ,1789 3233 9507 92 6246 
7469 3932 6838 2494 131 ,7391 3294 6879 2289 959 
5224 4402 7480 8220 6428 ,5770 4213 7939 8887 6579 
1678 9410 4942 5734 8218 ,1680 9006 4413 5948 8018 
2474 6228 7181 9572 440 ,3009 6314 7680 9672 655 
7002 9557 8094 5404 2747 ,7430 9803 8496 5756 2745 
9929 267 8437 4886 3191 ,9038 57 8955 4535 3399 
4206 1350 2916 9306 3399 ,4278 1431 2178 8991 3403 
8500 6072 3109 3719 5694 ,8989 6425 2287 3555 5732 
6923 9911 7411 2937 4039 ,6741 9743 7106 2337 3490 
836 7980 3040 1047 4578 ,339 7364 2889 1724 5066 
9104 4379 2106 2854 3552 ,9660 4461 2029 3061 3494 
6464 4971 4121 5891 2378 ,6715 4637 4069 5213 2236 
4818 7129 6866 3189 9541 ,4556 7959 6685 3832 9209 
5796 3901 8934 7670 824 ,5876 4097 8557 7354 697 
9575 5476 4776 797 7191 ,9462 5773 4175 237 6990 
3673 642 5795 2464 4688 ,3294 664 5406 2171 4683 
6303 9958 4667 7098 2688 ,6576 9813 4688 7841 2289 
6789 7195 8533 5970 9232 ,6698 7604 8417 5568 9704 
1150 9018 842 6707 3009 ,1584 9551 751 6410 2406 
8570 9486 2193 5808 3398 ,8517 9206 2488 5271 3416 
2348 3355 2086 6565 4917 ,2986 3216 1999 6922 5038 
5195 2697 1752 4612 9614 ,5868 2722 1059 4784 9917 
5096 7143 5998 1000 3281 ,4685 7352 5884 1689 3510 
4004 9548 6273 3088 7846 ,3446 9325 6412 2195 7075 
